##;English;French;German;Spanish;Italiano;;;;;;;;;X
#;;;;;;;;;;;;;;X
ACTIONNAME1763A;I shall beg the Pope's indulgence and atone!;J'implorerai l'indulgence du Pape pour mes péchés!;Ich werde den Papst um Vergebung bitte und bereuen.;¡Ruego clemencia a Su Santidad, me arrepiento!;Chiedo perdono al Papa e mi pento dei miei peccati!;;;;;;;;;X
ACTIONNAME1763B;I appeal the Pope's claim. I am no sceptic!;Je conteste ! Je ne suis pas sceptique !;Ich wehre mich gegen dies Behauptung.;Rechazo la exigencia papal. ¡No soy un escéptico!;Non è come dice il Papa: io non sono scettico!;;;;;;;;;X
ACTIONNAME1763C;I defy the Pope to prove it!;Je défie le Pape de le prouver!;Ich widersage dem Papst um es zu beweisen.;¡Desafío al Papa a que lo demuestre!;Sfido il Papa a dimostrarlo!;;;;;;;;;X
EVT_1764_NAME;My lord, the Pope has heard of your scepticism! He demands that you atone for your sins!;Mon seigneur, le Pape a entendu parler de votre scepticisme, il demande que vous vous repentiez de ce péché!;Herr, der Papst hat von Eurer Skepsis gehört. Er verlangt, dass Ihr Eure Sünden bereut!;¡Mi señor, tu escepticismo ha llegado a oídos del Papa!, ¡Exige que te arrepientas de tus pecados!;Il Papa ha saputo del tuo scetticismo e ti chiede di far ammenda dei tuoi peccati!;;;;;;;;;X
ACTIONNAME1764A;I shall beg the Pope's indulgence and atone!;J'implorerai l'indulgence du Pape pour mes péchés!;Ich werde den Papst um Vergebung bitte und bereuen.;¡Ruego clemencia a Su Santidad, me arrepiento!;Chiedo perdono al Papa e mi pento dei miei peccati!;;;;;;;;;X
ACTIONNAME1764B;I appeal the Pope's claim. I am no sceptic!;Je conteste ! Je ne suis pas sceptique !;Ich wehre mich gegen dies Behauptung.;Rechazo la exigencia papal. ¡No soy un escéptico!;Non è come dice il Papa: io non sono scettico!;;;;;;;;;X
ACTIONNAME1764C;I defy the Pope to prove it!;Je défie le Pape de le prouver!;Ich widersage dem Papst um es zu beweisen.;¡Desafío al Papa a que lo demuestre!;Sfido il Papa a dimostrarlo!;;;;;;;;;X
EVT_1765_NAME;My child shall follow the same religion as I!;Mon enfant suivra la même religion que moi!;Mein Kind soll dem selben Glauben wie ich folgen!;¡Mi hijo tendrá la misma religión que yo!;Mio figlio seguirà la stessa mia religione!;;;;;;;;;X
ACTIONNAME1765A;I believe in Christ!;Je crois en Jésus-Christ!;Ich glaube an Jesus Christus, unseren Herrn!;¡Yo creo en Cristo!;Io credo in Dio!;;;;;;;;;X
EVT_1800_NAME;A small regiment of Occitan Knights wants to join your holy cause!;Un petit régiment de chevaliers occitans veut se joindre à votre sainte cause !;Ein kleines Regiment okzitanischer Ritter möchte sich Eurer heiligen Aufgabe anschließen!;¡Un pequeño regimiento de caballeros occitanos desea unirse a tu santa causa!;Un piccolo reggimento di cavalieri Occitani vuole unirsi alla tua santa impresa!;;;;;;;;;X
ACTIONNAME1800A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1800B;The glory is ours!;La gloire est nôtre!;Die Ehre ist unser!;¡La gloria es nuestra!;La gloria sarà solo nostra!;;;;;;;;;X
EVT_1801_NAME;A Frankish Bishop sends you part of his personal guard to aid in the holy struggle!;Un évêque français vous envoie une partie de sa garde pour vous aider dans votre saint combat!;Ein fränkischer Bischof sendet Euch einen Teil seiner persönlichen Leibwache um Euch in Eurem heiligen Kampf zu unterstützen!;¡Un obispo franco envía parte de su guardia personal para ayudarte en la sagrada confrontación!;Un vescovo di Franconia ti invia parte della sua guardia personale per aiutarti nella tua santa impresa!;;;;;;;;;X
ACTIONNAME1801A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1801B;The glory is ours!;La gloire est nôtre!;Die Ehre ist unser!;¡La gloria es nuestra!;La gloria sarà solo nostra!;;;;;;;;;X
EVT_1802_NAME;A Frankish Noble Offers to assist you in your Holy cause!;Un noble français offre de vous aider dans votre saint combat!;Ein fränkischer Adeliger bietet an Euch bei Eurer heiligen Aufgabe zu helfen.;¡Un noble franco se ofrece a ayudarte en tu santa causa!;Un nobile francese si offre di affiancarti nella tua santa impresa!;;;;;;;;;X
ACTIONNAME1802A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1802B;The glory is ours!;La gloire est nôtre!;Die Ehre ist unser!;¡La gloria es nuestra!;La gloria sarà solo nostra!;;;;;;;;;X
EVT_1851_NAME;My lord, there is a reconquista and yet you harbour a heathen in your court. The Inquisition has forbidden this!;Mon seigneur, la Reconquista bat son plein mais vous hébergez un infidèle. L'Inqusition l'interdit!;Herr, es findet eine Reconquista statt und dennoch beherbergt Ihr einen Ungläubigen an Eurem Hofe. Die Inquisition hat dies verboten!;Mi señor, estamos realizando la Reconquista y tú acoges a un infiel en tu corte. ¡La Inquisición lo prohíbe!;Dio mio, c'è una Reconquista in corso e noi ospitiamo un infedele a corte: l'Inquisizione lo proibisce!;;;;;;;;;X
ACTIONNAME1851A;You shall convert, or die!;Convertis-toi ou meurs!;Er soll sich taufen lassen oder sterben.;¡Deberás convertirte o morir!;O si converte o morirà!;;;;;;;;;X
ACTIONNAME1851B;You shall be banished from my realm!;Sois banni de mon royaume!;Verbannt den Ungläubigen aus meinem Lande.;¡Serás expulsado de mis dominios!;Sarà bandito dalle mie terre!;;;;;;;;;X
ACTIONNAME1851C;The Inquisition has no authority in my court!;L'Inquisition n'a pas tout pouvoir sur ma cour!;Ich wehre mich gegen den Einfluss der Inquisition.;¡Rechazo que la Inquisición influya en mi corte!;Non tollero l'autorità dell'Inquisizione a corte!;;;;;;;;;X
EVT_1852_NAME;My lord, there is a heathen living among us!;Mon seigneur, il y a un infidèle parmi nous!;Herr, Heiden leben unter uns!;¡Mi señor, hay un infiel viviendo entre nosotros!;Dio mio, c'è un infedele che vive in mezzo a noi!;;;;;;;;;X
ACTIONNAME1852A;Not for long!;Pas pour longtemps!;Nicht mehr lange.;¡No por mucho tiempo!;Non per molto, ancora!;;;;;;;;;X
ACTIONNAME1852B;Summon my Inquisitor!;Convoquez l'Inquisiteur!;Holt meinen Inquisitor!;¡Convocad al Inquisidor!;Chiamiamo l'Inquisizione!;;;;;;;;;X
ACTIONNAME1852C;No more bloodshed. Banish the heathen instead!;Assez de tueries! Bannissez-le plutôt!;Ich bin des Blutvergießens müde, verbannt sie!;Estoy harto de tanta carnicería. ¡Desterradle!;Sono stufo di tanto sangue: che sia bandito!;;;;;;;;;X
EVT_1853_NAME;My lord, there is a reconquista and yet there is a heathen in your court. The Inquisition has forbidden this!;Mon seigneur, la Reconquista bat son plein mais vous hébergez un infidèle. L'Inqusition l'interdit!;Herr, es findet eine Reconquista statt und dennoch beherbergt Ihr einen Ungläubigen an Eurem Hofe. Die Inquisition hat dies verboten!;Mi señor, estamos realizando la Reconquista y todavía hay un infiel en tu corte. ¡La Inquisición lo prohíbe!;Dio mio, c'è una Reconquista in corso e c'è un infedele nella nostra corte: l'Inquisizione lo proibisce!;;;;;;;;;X
ACTIONNAME1853A;Escort the heathen from my realm!;L'escorter hors du royaume;Verbannt den Ungläubigen aus meinem Lande.;¡Escoltad al infiel fuera de mis dominios!;Conducetelo fuori dalle mie terre!;;;;;;;;;X
ACTIONNAME1853B;I tire of all these papal decrees!;J'en ai assez de ces bulles papales!;Ich bin der päpstliche Dekrete überdrüssig.;Estoy harto de todos estos decretos inquisitoriales!;Sono stufo di tutti questi decreti!;;;;;;;;;X
ACTIONNAME1853C;No mercy towards the heathens! Summon my Inquisitor!;Pas de pitié! Amenez l'Inquisiteur Papal!;Keine Gnade den Ungläubigen gegenüber!;¡No habrá piedad con los infieles! ¡Llamad al Inquisidor!;Nessuna pietà per gli infedeli: venga l'Inquisitore!;;;;;;;;;X
EVT_1854_NAME;The Inquisition is impressed with your zealous treatment of the heathen!;L'Inquisition est impressionnée par votre zèle !;Die Inquisition von Eurem eifrigen Bemühen um die Ungläubigen beeindruckt.;¡La Inquisición está impresionada con el trato que has dado al infiel!;L'inquisizione è soddisfatta del tuo zelo mostrato nel perseguire gli infedeli;;;;;;;;;X
ACTIONNAME1854A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
EVT_1855_NAME;My lord, you showed great mercy to let the heathen depart alive!;Mon seigneur, vous avez fait preuve d'une grande pitié!;Herr, Ihr habt große Gnade bewiesen, indem Ihr den Ungläubigen ziehen ließet!;¡Mi señor, has mostrado una gran clemencia al permitir que el infiel se marchara vivo!;Mio signore, hai mostrato grande pietà nel lasciar partire vivo l'infedele!;;;;;;;;;X
ACTIONNAME1855A;Yes. I am merciful, aren't I?;Oui, je suis miséricordieux, n'est-ce pas?;Bin ich nicht gnädig?;Si. Soy compasivo, ¿no es cierto?;Si, perché non avrei dovuto?;;;;;;;;;X
EVT_1856_NAME;My lord, it would seem that your faith is wavering. I hope the Inquisitor doesn't hear of it!;Mon seigneur, votre foi facille; j'espère que l'Inquisiteur ne s'en apercevra pas!;Mi señor, parece que tu fé no es muy ferviente. ¡Espero que esto no llegue a oídos de la Inquisición!;Mio signore, la tua fede sta vacillando. Speriamo che l'Inquisizione non lo sappia!;;;;;;;;;X
ACTIONNAME1856A;Let's not mention it to him then!;Ne lui disons rien alors!;Dann wollen wir es ihm nicht erzählen.;¡Que nadie se vaya de la lengua!;No, non voglio che lo sappia!;;;;;;;;;X
EVT_1857_NAME;The Heathen has been put to death as you ordered, my lord!;L'infidèle a été mis à mort comme vous l'avez commandé!;Der Ungläubige wurde wie befohlen hingerichtet, mein Gebieter.;¡El infiel ha sido eliminado como ordenaste, mi señor!;L'infedele è stato messo a morte così come hai ordinato!;;;;;;;;;X
ACTIONNAME1857A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
EVT_1858_NAME;My lord, the Inquisitor sends his compliments!;L'Inquisiteur envoie ses compliments!;Herr, der päpstliche Inquisitor übersendet Euch seine Grüße und seinen Dank.;¡Mi señor, el Inquisidor envía sus saludos!;Mio signore, l'Inquisitore ci invia i suoi complimenti!;;;;;;;;;X
ACTIONNAME1858A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
EVT_1859_NAME;My lord, that was a surprisingly kind act!;Mon seigneur, votre gentillesse est surprenante!;Herr, das war ein überraschend gnädiger Akt.;¡Mi señor, eso ha sido un acto sorprendentemente amable!;Mio signore, è stata una scelta sorprendente!;;;;;;;;;X
ACTIONNAME1859A;I suppose my zeal is waning!;Je suppose que mon zèle faiblit.;Vielleicht schwindet mein Eifer?;¡Supongo que mi fervor está disminuyendo!;Suppongo che la mia fede vacilli!;;;;;;;;;X
EVT_1860_NAME;My lord, the heathen has been escorted from the realm!;Mon seigneur, l'infidèle a été escorté hors du royaume.;Herr, der Ungläubige wurde aus Eurem Land gebracht.;¡Mi señor, el infiel ha sido escoltado fuera de tus dominios!;Mio signore, l'infedele è stato accompagnato fuori dalle nostre terre!;;;;;;;;;X
ACTIONNAME1860A;That is good!;C'est bien ainsi.;Das ist gut.;¡Bien hecho!;E' giusto così!;;;;;;;;;X
EVT_1861_NAME;My lord, you dare defy the Inquisition?!;Mon seigneur! Vous défiez l'Inquisition?;Herr, Ihr wagt es Euch der Inquisition zu widersetzen?;Mi señor, ¿te atreves a desafiar a la Inquisición?;Mio signore, osiamo sfidare l'Inquisizione ?;;;;;;;;;X
ACTIONNAME1861A;I suppose my faith in him is waning!;Je suppose que ma foi en elle décline!;Vielleicht schwindet mein Glaube an sie.;¡Supongo que mi fé en ella está decayendo!;Penso che la mia fiducia in loro stia svanendo!;;;;;;;;;X
EVT_1862_NAME;My lord, the Inquisitor is pleased with your surprising change of heart!;Mon seigneur, l'Inquisiteur est ravi de votre changement de convictions.;Herr, der Inquisitor ist zufrieden mit Eurem überraschenden Meinungsumschwung.;¡Mi señor, el Inquisidor está complacido con tu repentino cambio de parecer!;Mio signore, l'Inquisizione è contenta del tuo sorprendente cambiamento d'animo!;;;;;;;;;X
ACTIONNAME1862A;I suddenly feel so much more zealous!;Je me sens soudainement plus zélé!;Ich fühle mich viel eifriger…;¡De repente siento mi fé con más fervor!;Improvvisamente mi sento molto più credente!;;;;;;;;;X
EVT_1863_NAME;My lord, the Inquisitor has heard of your scepticism! He demands that you atone for your sins!;Mon seigneur, l'Inquisiteur a entendu parler de votre scepticisme, il demande que vous vous repentiez de ce péché!;Herr, der Inquisitor hat von Eurer Skepsis gehört. Er verlangt, dass Ihr Eure Sünden bereut!;¡Mi señor, tu escepticismo ha llegado a oídos del Inquisidor! ¡Exige que te arrepientas de tus pecados!;L'Inquisizione ha saputo del tuo scetticismo e ti chiede di far ammenda dei tuoi peccati!;;;;;;;;;X
ACTIONNAME1863A;I shall beg the Pope's indulgence and atone!;J'implorerai son indulgence pour mes péchés!;Ich werde den Papst um Vergebung bitte und bereuen.;¡Ruego clemencia a su ilustrísima, me arrepiento!;Chiedo perdono al Papa e mi pento dei miei peccati!;;;;;;;;;X
ACTIONNAME1863B;I appeal the Inquisitor's claim. I am no sceptic!;Je conteste ! Je ne suis pas sceptique !;Ich wehre mich gegen dies Behauptung.;Rechazo esta exigencia. ¡No soy un escéptico!;Non è come dice l'Inquisizione: non sono scettico!;;;;;;;;;X
ACTIONNAME1863C;I defy the Inquisitor to prove it!;Je défie l'Inquisiteur de le prouver!;Ich widersage der Inquisition um es zu beweisen.;¡Desafío al Inquisidor a que lo demuestre!;Sfido l'Inquisizione a dimostrarlo!;;;;;;;;;X
EVT_1864_NAME;My lord, the Inquisitor has heard of your scepticism! He demands that you atone for your sins!;Mon seigneur, l'Inquisiteur a entendu parler de votre scepticisme, il demande que vous vous repentiez de ce péché!;Herr, der Inquisitor hat von Eurer Skepsis gehört. Er verlangt, dass Ihr Eure Sünden bereut!;¡Mi señor, tu escepticismo ha llegado a oídos del Inquisidor! ¡Exige que te arrepientas de tus pecados!;L'Inquisizione ha saputo del tuo scetticismo e ti chiede di far ammenda dei tuoi peccati!;;;;;;;;;X
ACTIONNAME1864A;I shall beg the Pope's indulgence and atone!;J'implorerai son indulgence pour mes péchés!;Ich werde den Papst um Vergebung bitte und bereuen.;¡Ruego clemencia a su ilustrísima, me arrepiento!;Chiedo perdono al Papa e mi pento dei miei peccati!;;;;;;;;;X
ACTIONNAME1864B;I appeal the Inquisitor's claim. I am no sceptic!;Je conteste ! Je ne suis pas sceptique !;Ich wehre mich gegen dies Behauptung.;Rechazo esta exigencia. ¡No soy un escéptico!;Non è come dice l'Inquisizione: non sono scettico!;;;;;;;;;X
ACTIONNAME1864C;I defy the Inquisitor to prove it!;Je défie l'Inquisiteur de le prouver!;Ich widersage dem Inquisitor um es zu beweisen.;¡Desafío al Inquisidor a que lo demuestre!;Sfido l'Inquisizione a dimostrarlo!;;;;;;;;;X
EVT_1865_NAME;My child shall follow the same religion as I!;Mon enfant suivra la même religion que moi!;Mein Kind soll dem selben Glauben wie ich folgen!;¡Mi hijo tendrá la misma religión que yo!;Mio figlio seguirà la stessa mia religione!;;;;;;;;;X
ACTIONNAME1865A;I believe in Christ!;Je crois en Jésus-Christ!;Ich glaube an Jesus Christus, unseren Herrn!;¡Yo creo en Cristo!;Io credo in Dio!;;;;;;;;;X
EVT_1900_NAME;The peasants flock to your banner in support of your Holy crusade!;Les paysans se rassemblent sous votre banière en vue de la Croisade;Die Bauern scharen sich um Euer Banner um Euch bei Euren Kreuzzug im Heiligen Land zu unterstützen;¡Los campesinos se congregan en torno a tu bandera para apoyar tu santa Cruzada!;I contadini si radunano sotto il tuo stendardo per supportare la tua santa crociata!;;;;;;;;;X
ACTIONNAME1900A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1900B;I thank you, but you are more needed in the fields!;Merci, mais vous êtes plus utiles aux champs;Ich danke euch aber die Felder brauchen euch nötiger;¡Os lo agradezco pero os necesito en los campos!;Vi ringrazio, ma siete più utili nei campi!;;;;;;;;;X
EVT_1901_NAME;The burghers unite to support your Holy Crusade!;Les bourgeois s'unissent pour soutenir votre Croisade!;Die Bürger schließen sich zusammen um Euch bei Eurem Kreuzzug im Heiligen Land zu unterstützen;¡Los burgueses se unen para apoyar tu santa Cruzada!;I borghesi si uniscono per supportare la tua santa crociata!;;;;;;;;;X
ACTIONNAME1901A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1901B;I thank you, but I would prefer your gold instead!;Merci, mais je préfère une contribution financière;Ich danke euch, aber ich bevorzuge finanzielle Hilfe;¡Os lo agradezco pero preferiría vuestro oro!;Grazie, ma preferirei un contributo finanziario!;;;;;;;;;X
EVT_1902_NAME;The clergy strongly endorse your Holy Crusade!;Le clergé soutient fortement votre Croisade!;Der Klerus billigt Euren Kreuzzug im Heiligen Land;¡El clero aprueba con fervor tu santa Cruzada!;Il clero incoraggia fortemente la tua santa crociata!;;;;;;;;;X
ACTIONNAME1902A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1902B;I thank you, but I'd prefer your gold instead!;Merci, mais ouvrez plutôt les coffres de l'Eglise;Ich danke euch, aber ich bevorzuge finanzielle Hilfe;¡Os lo agradezco pero preferiría vuestro oro!;Preferirei offriste i proventi delle elemosine!;;;;;;;;;X
EVT_1903_NAME;The nobility wishes to join your Holy Crusade!;La noblesse veut vous rejoindre dans votre Croisade!;Der Adel möchte sich Eurem Kreuzzug im Heiligen Land anschließen.;¡La nobleza desea unirse a tu santa Cruzada!;I nobili desiderano unirsi alla tua santa crociata!;;;;;;;;;X
ACTIONNAME1903A;Deus Vult!;Deus Vult!;Deus Vult!;¡Deus Vult!;Deus Vult!;;;;;;;;;X
ACTIONNAME1903B;I thank you, but I'd prefer your gold instead!;Merci, mais je préfère votre or;Ich danke euch, aber ich bevorzuge finanzielle Hilfe;¡Os lo agradezco pero preferiría vuestro oro!;Grazie, ma preferirei piuttosto parte del vostro oro;;;;;;;;;X
EVT_1904_NAME;A war veteran wishes to pledge himself to your holy cause;Un vétéran de la guerre veut s'engager dans votre sainte cause !;Ein Kriegsveteran möchte sich Eurer heiligen Aufgabe verschreiben;Un veterano de guerra desea unirse a tu Santa causa;Un veterano di guerra offre il suo servizio per la tua Sacra Causa;;;;;;;;;X
ACTIONNAME1904A;Welcome! I shall find an army for you to command!;Bienvenue, je vous trouverai une armée à commander!;Willkommen! Ich werde Euch ein Regiment geben.;¡Bienvenido!, ¡encontraré un ejército para tí!;Benvenuto! Ci sarà un esercito anche per lui! ;;;;;;;;;X
ACTIONNAME1904B;Thanks, but I have all the generals I need!;Merci, mais tous les généraux dont j'ai besoin!;Vielen Dank, aber ich habe alle nötigen Anführer.;¡Ya tengo todos los generales que necesito!;Grazie, ma ho gia tutti i marescialli che occorrono;;;;;;;;;X
EVT_1905_NAME;A war veteran offers his services;Un vétéran de la guerre offre ses services;Ein Kriegsveteran bietet Euch seine Dienste an;Un veterano de guerra te ofrece sus servicios;Un veterano di guerra ci offre il suo servizio;;;;;;;;;X
ACTIONNAME1905A;Welcome! I shall give you an army to command soon!;Bienvenue, je vous trouverai une armée à commander!;Willkommen! Ich werde Euch ein Regiment geben.;¡Bienvenido!, ¡encontraré un ejército para tí!;Benvenuto! Ci sarà un esercito anche per lui! ;;;;;;;;;X
ACTIONNAME1905B;Thanks, but I have all the generals I need!;Merci, mais tous les généraux dont j'ai besoin!;Vielen Dank, aber ich habe alle nötigen Anführer.;¡Ya tengo todos los generales que necesito!;Grazie, ma ho gia tutti i marescialli che occorrono;;;;;;;;;X
EVT_1906_NAME;The clergy wish to take it upon themselves to try converting the heathens in one of your provinces;Le clergé veut prendre sur lui de convertir les païens de votre province;Der Klerus möchte es auf sich nehmen und versuchen Heiden in einer Eurer Provinzen zu bekehren.;El clero quiere encargarse de convertir a los infieles de una de tus provincias;Il clero vuole prendere su di sé l'onere di tentare la conversione degli infedeli in una delle tue province;;;;;;;;;X
ACTIONNAME1906A;I shall support their efforts;Je les soutiendrai dans leur effort;Ich werde ihre Bemühungen unterstützen.;Les apoyaré en su tarea;Finanzierò i loro sforzi;;;;;;;;;X
ACTIONNAME1906B;I shall grant them leave to try;Je les autorise à essayer;Ich erlaube ihnen es zu versuchen.;Les garantizo que les permitiré intentarlo;Li lascerò liberi di provare;;;;;;;;;X
ACTIONNAME1906C;This is really not a good time for them to try that;Ce n'est pas le moment pour cela;Jetzt ist ein schlechter Zeitpunkt dies zu wagen.;No es un buen momento para hacerlo;Non è questo il momento giusto;;;;;;;;;X
EVT_1907_NAME;The nobility wish to take it upon themselves to try converting the heathens in one of your provinces;La noblesse veut prendre sur elle de convertir les païens de votre province;Der Adel möchte es auf sich nehmen und versuchen Heiden in einer Eurer Provinzen zu bekehren.;La nobleza quiere encargarse de convertir a los infieles de una de tus provincias;La nobiltà vuole prendere su di sé l'onere di tentare la conversione degli infedeli in una delle tue province;;;;;;;;;X
ACTIONNAME1907A;I shall support their efforts;Je les soutiendrai dans leur effort;Ich werde ihre Bemühungen unterstützen.;Les apoyaré en su tarea;Finanzierò i loro sforzi;;;;;;;;;X
ACTIONNAME1907B;I shall grant them leave to try;Je les autorise à essayer;Ich erlaube ihnen es zu versuchen.;Les garantizo que les permitiré intentarlo;Li lascerò liberi di provare;;;;;;;;;X
ACTIONNAME1907C;This is really not a good time for them to try that;Ce n'est pas le moment pour cela;Jetzt ist ein schlechter Zeitpunkt dies zu wagen.;No es un buen momento para hacerlo;Non è questo il momento giusto;;;;;;;;;X
EVT_1908_NAME;Muslims have attempted to convert one of their conquered Catholic provinces;Les mahométans tentent de convertir une de leurs provinces catholiques!;Die Muslime haben versucht einer ihrer eroberten, christlichen Provinzen zu konvertieren.;Los musulmanes han intentado convertir una de sus provincias católicas conquistadas;Gli infedeli hanno tentato di convertire una delle province cattoliche conquistate;;;;;;;;;X
ACTIONNAME1908A;It was a gentle attempt;C'était une tentative bénigne;Es war ein sanfter Versuch.;Fue un intento pacífico;E' stato uno sforzo civile;;;;;;;;;X
ACTIONNAME1908B;It was a bloody affair;C'est un casus belli!;Es war eine blutige Angelegenheit.;Fue un intento sangriento;E' stato un tentativo sanguinoso;;;;;;;;;X
EVT_1920_NAME;The Pope urges you to take up the cross and join God's holy crusade!;Le Pape exige que vous preniez la Croix et rejoignez la Sainte Croisade!;Der Papst drängt Euch, das Kreuz aufzunehmen und Gottes heiligem Kreuzzug zu folgen!;¡El Papa te pide que tomes la cruz y que te unas a la Santa Cruzada!;Il Papa ti chiede di abbracciare la croce ed unirti alla Santa Crociata!;;;;;;;;;X
ACTIONNAME1920A;I shall summon my levies and follow the cross!;Je vais prendre les armes et suivre la Croix!;Ich werde meine Soldaten rufen und dem Kreuz folgen;¡Convocaré a mis tropas y tomaré la cruz!;Radunerò le mie risorse e seguirò la croce;;;;;;;;;X
ACTIONNAME1920B;I dare not risk it;Je n'ose pas prendre ce risque;Ich wage nicht, diese Bürde auf mich zu nehmen.;No me arriesgaré;Non ho il coraggio di rischiare;;;;;;;;;X
EVT_1921_NAME;Your liege demands that you join the holy crusade;Votre suzerain vous demande de rejoindre la Sainte Croisade;Euer Lehnsherr verlangt, dass Ihr Euch dem Kreuzzug anschließt.;Tu señor exige que te unas a la Santa Cruzada;Il tuo signore ti chiede di unirti alla Santa Crociata!;;;;;;;;;X
ACTIONNAME1921A;I shall summon my levies and follow the cross!;Je vais prendre les armes et suivre la Croix!;Ich werde meine Soldaten rufen und dem Kreuz folgen;¡Convocaré a mis tropas y tomaré la cruz!;Radunerò le mie risorse e seguirò la croce;;;;;;;;;X
ACTIONNAME1921B;No. I do not believe in this cause!;Non, je ne crois pas en cette cause!;Nein, ich glaube nicht an das Unterfangen.;No, ¡no creo en esta causa!;No, io non credo in questa causa!;;;;;;;;;X
ACTIONNAME1921C;No. I renounce my liege!;Non, je renonce à suivre mon suzerain!;Nein, ich widersage meinem Lehnsherrn.;No, ¡renuncio a mi vasallaje!;No, io rinuncio mio signore!;;;;;;;;;X
EVT_1922_NAME;The infidel has invaded my liege's realm!;Les infidèles ont envahi le royaume de mon suzerain!;Der Ungläubige ist in das Land meines Lehnsherrn eingefallen!;¡Los infieles han invadido el dominio de mi señor!;Gli infedeli hanno invaso il regno del mio signore!;;;;;;;;;X
ACTIONNAME1922A;I shall summon my levies!;Je vais prendre les armes!;Ich rufe meine Soldaten zusammen!;¡Convocaré a mis tropas!;Radunerò tutte le mie forze per aiutarlo;;;;;;;;;X
ACTIONNAME1922B;That's not my problem!;Ce n'est pas mon problème.;Das ist nicht mein Problem!;¡Eso no es mi problema!;Non è un mio problema!;;;;;;;;;X
ACTIONNAME1922C;wOOt! Free at last!;Oui ! Enfin libre !;Jippie! Endlich frei!;¡Sí! ¡Libre al fin!;Finalmente avrò la mia libertà…;;;;;;;;;X
EVT_1923_NAME;The infidels are attacking Muslim lands!;Les infidèles attaquent des terres musulmanes!;Die Ungläubigen greifen muslimische Länder an!;¡Los infieles están atacando tierras musulmanas!;Gli infedeli stanno attaccando territori arabi!;;;;;;;;;X 
ACTIONNAME1923A;I shall help defeat the scum!;J'aiderai à battre cette racaille!;Ich werde diesen Abschaum besiegen!;¡Ayudaré a derrotar a esa escoria!;Li aiuterò a sconfiggere quella feccia!;;;;;;;;;X
ACTIONNAME1923B;What do I care?;Qu'en ai-je à faire?;Was kümmert es mich?;¿A mí qué me importa?;Perché dovrei preoccuparmi?;;;;;;;;;X
EVT_4900_NAME;Character Catches the Plague;Le personnage est atteint par la peste.;Der Charakter erkrankt an der Pest.;Un personaje contrae la peste.;Un cortigiano contrae la peste!;;;;;;;;;X
ACTIONNAME4900A;God will save his faithful!;Dieu reconnaîtra les siens !;Gott wird die Gläubigen retten!;¡Dios salvará a sus fieles!;Solo la fede in Dio porta la salvezza!;;;;;;;;;X
EVT_4901_NAME;Death by Plague;Mort(e) de la peste.;Tod durch die Pest;Muerte debido a la peste;Un cortigiano muore di peste;;;;;;;;;X
ACTIONNAME4901A;It was the will of God!;C'était la volonté de Dieu !;Es war der Wille Gottes!;¡Ha sido la voluntad del Señor!;È stata la volontà di Dio!;;;;;;;;;X
EVT_4903_NAME;God Punishes sins!;Dieu punit les pécheurs !;Gott bestraft Sünden!;¡Dios castiga los pecados!;Un cortigiano contrae la lebbra!;;;;;;;;;X
ACTIONNAME4903A;Struck by Leprosy!;La lèpre frappe !;Von Aussatz gezeichnet!;¡Ha contraído la lepra!;E' la punizione per i suoi peccati!;;;;;;;;;X
EVT_4904_NAME;Sickness Worsens into Consumption;La maladie s'aggrave en pneumonie !;Krankheit verschlimmert sich zur Lungenentzündung;La enfermedad empeora a neumonía;Un cortigiano si ammala di polmonite;;;;;;;;;X
ACTIONNAME4904A;Intense coughing;Toux intense.;Schwerer Husten.;Fuerte tos.;Soffre di forte tosse e febbre alta;;;;;;;;;X
EVT_4905_NAME;Worms in the Stomach Are Causing Increased Illness;Les vers provoquent des maladies.;Würmer verursachen Krankheit.;Los gusanos causan enfermedades.;Un cortigiano contrae i vermi intestinali;;;;;;;;;X
ACTIONNAME4905A;This will reduce the life span;L'espérance de vie en sera réduite.;Dies wird die Lebensspanne verkürzen.;Esto reducirá la esperanza de vida.;Ciò ridurrà la speranza di vita;;;;;;;;;X
EVT_4906_NAME;Intense Stress Causes Severe Depression;Un stress intense provoque une sévère dépression.;Stress löst schwere Depression aus;Un fuerte estrés causa una depresión grave;Un forte stress degenera in una grave depressione;;;;;;;;;X
