#-------------------------------;;;;;;;;;;;X
# BOPACK DV version 1.0         ;;;;;;;;;;;X
# by Ambrox                     ;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#----> BOP_prov_events.txt <----;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
ACTIONNAME19454B;It is probably still guarded in Byzantium…;;;;;;;;;;X
ACTIONNAME19454C;I am inspired to look for it in Athens…;;;;;;;;;;X
ACTIONNAME19454D;It is perhaps in Lirey, owned by some French noble…;;;;;;;;;;X
EVT_19455_NAME;The Templars have been searching a long time for the 'Mandylion', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. All of traces of it were lost after it was stolen from Byzantium. Today, during a meeting, they have revealed their assumptions and the plans for its recovery. After having listened to them, what are your thoughts?;;;;;;;;;;X
ACTIONNAME19455A;They are fanatics, I will not join their cause!;;;;;;;;;;X
ACTIONNAME19455B;It is probably still guarded in Byzantium…;;;;;;;;;;X
ACTIONNAME19455C;I am inspired to look for it in Athens…;;;;;;;;;;X
ACTIONNAME19455D;It is perhaps in Lirey, owned by some French noble…;;;;;;;;;;X
EVT_19456_NAME;The Templars have been searching a long time for the 'Mandylion', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. All of traces of it were lost after it was stolen from Byzantium. Today, during a meeting, they have revealed their assumptions and the plans for its recovery. After having listened to them, what are your thoughts?;;;;;;;;;;X
ACTIONNAME19456A;They are fanatics, I will not join their cause!;;;;;;;;;;X
ACTIONNAME19456B;It is probably still guarded in Byzantium…;;;;;;;;;;X
ACTIONNAME19456C;I am inspired to look for it in Athens…;;;;;;;;;;X
ACTIONNAME19456D;It is perhaps in Lirey, owned by some French noble…;;;;;;;;;;X
EVT_19457_NAME;Together with the Knights Templars you have gone to the secret place where you believe the 'Mandylion' to be hidden. The trip is long and full of traps, and in the end...;;;;;;;;;;X
ACTIONNAME19457A;Nothing, it was all for naught!;;;;;;;;;;X
EVT_19458_NAME;Together with the Knights Templars you have gone to the secret place where you believe the 'Mandylion' to be hidden. The trip is long and full of traps, and in the end...;;;;;;;;;;X
ACTIONNAME19458A;A triviality ends up costing you very dear!;;;;;;;;;;X
EVT_19459_NAME;Together with the Knights Templars you have gone to the secret place where you believe the 'Mandylion' to be hidden. The trip is long and full of traps, and in the end...;;;;;;;;;;X
ACTIONNAME19459A;Right place! Now we just have to look for it!;;;;;;;;;;X
EVT_19460_NAME;Information gathering reveals to you that a rich and influential Jewish family guards the precious relic in their castle;;;;;;;;;;X
ACTIONNAME19460A;I have Templars with me! I will demolish the castle!;;;;;;;;;;X
ACTIONNAME19460B;We will try to steal it, catching them by surprise;;;;;;;;;;X
ACTIONNAME19460C;I will personally go to bargain over its purchase;;;;;;;;;;X
ACTIONNAME19460D;I ask permission to see it, and I will return home;;;;;;;;;;X
EVT_19461_NAME;Attacking a castle is not as easy as picking flowers, but it is a grave enterprise, dangerous and with an uncertain result!;;;;;;;;;;X
ACTIONNAME19461A;I have come and am ready to spill my blood!;;;;;;;;;;X
ACTIONNAME19461B;A different technique could perhaps be found;;;;;;;;;;X
EVT_19462_NAME;The assault in the castle is violent and bloody. Tall flames arise from the Great Hall that holds the relic!;;;;;;;;;;X
ACTIONNAME19462A;Only with great fortune will it be found intact!;;;;;;;;;;X
EVT_19463_NAME;To succesfully infiltrate the castle we'll need dexterity and agility, and we should do it unarmed. Nobody is suspicious yet, but the watch is vigilant!;;;;;;;;;;X
ACTIONNAME19463A;One: climb the walls. If it goes wrong, return home!;;;;;;;;;;X
ACTIONNAME19463B;Perhaps it is best to reconsider this;;;;;;;;;;X
EVT_19464_NAME;The watch has not noticed anything! Now we must infiltrate the tower from the courtyard;;;;;;;;;;X
ACTIONNAME19464A;Two: raise the gate. If it goes wrong, return home!;;;;;;;;;;X
ACTIONNAME19464B;The hinges are rusted, we'd better cancel the theft!;;;;;;;;;;X
EVT_19465_NAME;They must be deep sleepers not to have noticed all that creaking! Soon, we'll be at the Great Hall!;;;;;;;;;;X
ACTIONNAME19465A;Three: steal shroud. If it goes wrong, return home!;;;;;;;;;;X
ACTIONNAME19465B;Detach it from wall and refold it? There's no time!;;;;;;;;;;X
EVT_19466_NAME;Damn! People are arriving from the corridors! Hand me the bag with 'Mandylion', I know what I must do!;;;;;;;;;;X
ACTIONNAME19466A;Out we go, down the window: if wrong, we return home!;;;;;;;;;;X
EVT_19467_NAME;You are received with respect, but you find yourself in the presence of wealthy and experienced merchants. It will be difficult to make an agreement on a reasonable price, since you will have to deal with their crafty treasurer!;;;;;;;;;;X
ACTIONNAME19467A;I offer 1000 pieces of gold. Are they enough?;;;;;;;;;;X
ACTIONNAME19467B;Why spend money? Let's return and think it over!;;;;;;;;;;X
EVT_19468_NAME;The gold has been cashed by the treasurer quickly, but it will be sufficient to complete the purchase?;;;;;;;;;;X
ACTIONNAME19468A;More gold? Knights, don't let me pay it alone!;;;;;;;;;;X
ACTIONNAME19468B;No, we risk bankruptcy! Let's change tactics!;;;;;;;;;;X
EVT_19469_NAME;The avarice of this family doesn't have an equal even among the leeches!;;;;;;;;;;X
ACTIONNAME19469A;They dream money while are sleeping!;;;;;;;;;;X
EVT_19470_NAME;Faced such expenses, the Knights don't stay indifferent!;;;;;;;;;;X
ACTIONNAME19470A;One hand on the cross, the other in the purse!;;;;;;;;;;X
EVT_19471_NAME;I am worn-out!  I have given all the money that I had with me, the horse, and even the armor!;;;;;;;;;;X
ACTIONNAME19471A;If all this is not enough, I will return home afoot!;;;;;;;;;;X
EVT_19499_NAME;The 'Mandylion' research has failed! Let's go home!;;;;;;;;;;X
ACTIONNAME19499A;We have had bad luck…;;;;;;;;;;X
EVT_19472_NAME;The 'Mandylion' has finally been brought back to the light! As reward for the abnegation that you have shown, the Grand Master of the Templars entrusts it in custody of you and your descendants until 1356, when it will be transferred to Lirey;;;;;;;;;;X
ACTIONNAME19472A;As history demands!;;;;;;;;;;X
EVT_19473_NAME;While wandering the countries of your lands, you notice an 11-year-old shepherd who is drawing the figure of a sheep above a rock with chalk;;;;;;;;;;X
ACTIONNAME19473A;He keeps himself busy while watching over the flock;;;;;;;;;;X
ACTIONNAME19473B;I will wait until he finishes, looking to the sketch…;;;;;;;;;;X
ACTIONNAME19473C;I could enroll him in the workshop of Cimabue…;;;;;;;;;;X
EVT_19474_NAME;What skill! That shepherd is Giotto di Bondone, who will become a famous painter and architect, and be considered the precursor of the Italian Renaissance!;;;;;;;;;;X
ACTIONNAME19474A;It is prestigious to discover an admirable artist!;;;;;;;;;;X
EVT_19475_NAME;The master Giotto di Bondone, first painter to use perspective instead of the usual flat figures, famous for his paintings in Assisi, Padua and Florence, is travelling through our parts during his ongoing journey;;;;;;;;;;X
ACTIONNAME19475A;I'll pay you to decorate the Palace of Justice!;;;;;;;;;;X
ACTIONNAME19475B;I'll pay you to add frescoes to the church!;;;;;;;;;;X
ACTIONNAME19475C;I hope you'll appreciate the area and good kitchens…;;;;;;;;;;X
EVT_19476_NAME;The German Gottfried von Strassburg's rewrites of the famous history of Tristan and Isolde have become very popular. The story of the unlucky lovers is superb and captures whoever listen to it, but it certainly does not have the favour of the zealous clergy!;;;;;;;;;;X
ACTIONNAME19476A;Literature must be encouraged, not repressed!;;;;;;;;;;X
ACTIONNAME19476B;It must be censored from the public immediately;;;;;;;;;;X
EVT_19477_NAME;The spread of the Nibelungenlied, the epic poem by an anonymous poet, is establishing German culture under the nobles. The epic of Siegfried and the endless struggle between good and evil provokes passionate feelings and an identification with the German cause;;;;;;;;;;X
ACTIONNAME19477A;Cultural unity strengthens loyalty!;;;;;;;;;;X
EVT_19478_NAME;The Alexiad is the first history treatise written by a woman, Anna Comnena, completed during exile in convent. The spread of the work, that tells the political and military epic of her father, Byzantine Emperor, also puts the current government in good light;;;;;;;;;;X
ACTIONNAME19478A;Welcome Anna! What an honour for my empire!;;;;;;;;;;X
EVT_19479_NAME;Nicetas Choniates, politician and writer, has written the history of the Byzantine empire of the last century. Although his work does not always praise the previous emperors nor the acts of the Orthodox Church, it puts the current occupant of the throne in good light;;;;;;;;;;X
ACTIONNAME19479A;This is too much honour!;;;;;;;;;;X
ACTIONNAME19479B;How dare he criticize my predecessors?;;;;;;;;;;X
ACTIONNAME19479C;How dare he criticize the patriarchs?;;;;;;;;;;X
EVT_19480_NAME;Geoffrey of Monmouth has completed his work 'Historia Regum Britanniae', an epic and fanciful account of the life of the British kings of the past 2000 years, starting with Brutus, descendant of Aeneas of Troy, and continuing to and beyond Arthur and the Knights of the Round Table;;;;;;;;;;X
ACTIONNAME19480A;This is a great boon for the English Crown!;;;;;;;;;;X
EVT_19481_NAME;Stephen of Cloyes, a twelve year-old shepherd and leader of the 'The Children's Crusade', has promised to his followers that the seas will part for of as the Red Sea did for Moses, and that they would be able to walk to Palestine. Thousands of boys are on the sea shores, waiting for the miracle now. What can we do?;;;;;;;;;;X
ACTIONNAME19481A;Embark them on ships and sell them as slaves!;;;;;;;;;;X
ACTIONNAME19481B;Send them to their homes on my expenses!;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#----> BOP_char_events.txt <----;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
EVT_19500_NAME;The ruler has been poisoned! Without doubt it is a conspiracy!;;;;;;;;;;X
ACTIONNAME19500A;A bad reputation creates many enemies…;;;;;;;;;;X
EVT_19501_NAME;BOPACK AI EVENT;;;;;;;;;;X
EVT_19502_NAME;To avoiding ugly surprises, you should check the loyalty of your vassals, as voices are raised that one of them doesn't support your personal war at all, and he would like to have his army back home!;;;;;;;;;;X
ACTIONNAME19502A;Perhaps I should return his the soldiers…;;;;;;;;;;X
EVT_19503_NAME;BOPACK AI EVENT;;;;;;;;;;X
EVT_19504_NAME;A disloyal vassal has taken back his army and has declared independence from you sending a message\n'Felon, fight YOUR wars alone!';;;;;;;;;;X
ACTIONNAME19504A;This shame must be washed away with blood!;;;;;;;;;;X
EVT_19505_NAME;With a Papal bull, the Pontiff demands all Catholic rulers waging war on their fellows to lay down the weapons. He guarantees the indulgence for sins committed during the fratricidal conflicts, and confirms that the only true enemies are people who don't profess the One True Faith;;;;;;;;;;X
ACTIONNAME19505A;If the Pope wants it, God wants it!;;;;;;;;;;X
ACTIONNAME19505B;A bull? Yes, it sure is…;;;;;;;;;;X
EVT_19506_NAME;The matter of indulgences is not quite resolved!;;;;;;;;;;X
ACTIONNAME19506A;I have understood, it's matter of offering…;;;;;;;;;;X
ACTIONNAME19506B;This time I won't even pay a gramme of gold!;;;;;;;;;;X
EVT_19507_NAME;The Pope disapproves of those who don't follow his directives!;;;;;;;;;;X
ACTIONNAME19507A;I have understood, it's matter of offering…;;;;;;;;;;X
ACTIONNAME19507B;This time I won't even pay a gramme of gold!;;;;;;;;;;X
EVT_19508_NAME;The Pope has prepared another bull, a great and serious matter, that concerns yourself a lot!;;;;;;;;;;X
ACTIONNAME19508A;No! Stop the bull! Here is the due offering…;;;;;;;;;;X
ACTIONNAME19508B;Amen! I will follow first bull to avoid worse…;;;;;;;;;;X
ACTIONNAME19508C;If the bull arrives, I will burn it!;;;;;;;;;;X
EVT_19510_NAME;Currently the ruler enjoys a good reputation, and in the eyes of the common people he is a true knight;;;;;;;;;;X
ACTIONNAME19510A;Yes, but this does not mean it will last forever!;;;;;;;;;;X
EVT_19511_NAME;Currently the ruler doesn't enjoy a good reputation, and in the eyes of the common people he doesn't really appear to be a proper knight;;;;;;;;;;X
ACTIONNAME19511A;The humours change with the tide…;;;;;;;;;;X
EVT_19512_NAME;Currently the ruler enjoys a good reputation, and in the eyes of the common people he is a true knight;;;;;;;;;;X
ACTIONNAME19512A;Yes, but this does not mean it will last forever!;;;;;;;;;;X
EVT_19513_NAME;Currently the ruler doesn't enjoy a good reputation, and in the eyes of the common people he doesn't really appear to be a proper knight;;;;;;;;;;X
ACTIONNAME19513A;The humours change with the tide…;;;;;;;;;;X
EVT_19514_NAME;Currently the ruler has a bad reputation, and in the eyes of the common people he is a bad example of a knight;;;;;;;;;;X
ACTIONNAME19514A;Everyone has to learn to fear me!;;;;;;;;;;X
EVT_19515_NAME;Currently the ruler has a good reputation, and in the eyes of the common people he is a redeemed knight;;;;;;;;;;X
ACTIONNAME19515A;The character tempers itself as does the sword!;;;;;;;;;;X
EVT_19516_NAME;Currently the ruler has a bad reputation, and in the eyes of the common people he is a bad example of a knight;;;;;;;;;;X
ACTIONNAME19516A;Everyone has to learn to fear me!;;;;;;;;;;X
EVT_19517_NAME;Currently the ruler has a good reputation, and in the eyes of the common people he is a redeemed knight;;;;;;;;;;X
ACTIONNAME19517A;The character tempers itself as does the sword!;;;;;;;;;;X
EVT_19518_NAME;Currently the ruler has a very bad reputation, and in the eyes of the common people he is a merciless knight;;;;;;;;;;X
ACTIONNAME19518A;Trouble happens to whom hinders my footsteps!;;;;;;;;;;X
EVT_19519_NAME;Currently the ruler has a good reputation, and in the eyes of the common people he appears is redeemed knight;;;;;;;;;;X
ACTIONNAME19519A;The character tempers itself as does the sword!;;;;;;;;;;X
EVT_19520_NAME;Currently the ruler has a horrible reputation, and in the eyes of the common people he is a knight of evil;;;;;;;;;;X
ACTIONNAME19520A;Torment is the whip of existence!;;;;;;;;;;X
EVT_19521_NAME;Currently the ruler has a good reputation, and in the eyes of the common people he is a redeemed knight;;;;;;;;;;X
ACTIONNAME19521A;The character tempers itself as does the sword!;;;;;;;;;;X
EVT_19522_NAME;A courtier you trust, tired of the humiliation to serve a lord who doesn't enjoy a good reputation among his peers at all, is preparing to move elsewhere and to do his duties for someone with better reputation than you;;;;;;;;;;X
ACTIONNAME19522A;I send him into a prison, eating bread and water!;;;;;;;;;;X
ACTIONNAME19522B;Money can take away a lot of bitterness…;;;;;;;;;;X
ACTIONNAME19522C;If he wants to leave, the door is open…;;;;;;;;;;X
EVT_19523_NAME;None can be better than I!;;;;;;;;;;X
ACTIONNAME19523A;Because nobody could be worse…;;;;;;;;;;X
EVT_19524_NAME;Every person has his price!;;;;;;;;;;X
ACTIONNAME19524A;And money can also buy loyalty…;;;;;;;;;;X
EVT_19525_NAME;Nobody can afford to spit in the dish where he eats!;;;;;;;;;;X
ACTIONNAME19525A;I will give his soup to whom has more hunger…;;;;;;;;;;X
EVT_19526_NAME;Strange people are wandering threateningly outside the castle, and there is a chance that someone may break in at night supported by the bands of criminals that are present in the capital;;;;;;;;;;X
ACTIONNAME19526A;Nobody goes to steal in the thieves home!;;;;;;;;;;X
ACTIONNAME19526B;I will enforce the guard to avoid bad surprises;;;;;;;;;;X
ACTIONNAME19526C;I'm sure it's a conspiracy by a rival of mine!;;;;;;;;;;X
ACTIONNAME19526D;It's time to definitively fight against my rival!;;;;;;;;;;X
EVT_19527_NAME;The religious divisions in Christianity instigate hate and mutual intolerance among the various confessions. For some reasons, someone could foment the persecution against those who are not Catholic, as we are. Recently strange and threathening people have been spotted outside the castle;;;;;;;;;;X
ACTIONNAME19527A;Who could be against our Belief?;;;;;;;;;;X
ACTIONNAME19527B;I will enforce the guard to avoid bad surprises;;;;;;;;;;X
ACTIONNAME19527C;I'm sure it's a conspiracy by a rival of mine!;;;;;;;;;;X
ACTIONNAME19527D;It's time to definitively fight against my rival!;;;;;;;;;;X
EVT_19528_NAME;The Pope continually pronounces vigorous anathemas against all nobles who have denied the true faith and have embraced heresy. For some reasons, someone could be interested to act on the Papal threats, and, recently, strange and threathening people have been spotted outside the castle;;;;;;;;;;X
ACTIONNAME19528A;They will learn the Truth of the new doctrine!;;;;;;;;;;X
ACTIONNAME19528B;I will enforce the guard to avoid bad surprises;;;;;;;;;;X
ACTIONNAME19528C;I'm sure it's a conspiracy by a rival of mine!;;;;;;;;;;X
ACTIONNAME19528D;It's time to definitively fight against my rival!;;;;;;;;;;X
EVT_19529_NAME;Your excommunication brands you as a criminal and banishes you from the assembly of the Catholic world. For some reasons, someone could stage a claim on your properties and, recently, strange and threathening people have been spotted outside the castle;;;;;;;;;;X
ACTIONNAME19529A;Who would molest an outcast like me?;;;;;;;;;;X
ACTIONNAME19529B;I will enforce the guard to avoid bad surprises;;;;;;;;;;X
ACTIONNAME19529C;I'm sure it's a conspiracy by a rival of mine!;;;;;;;;;;X
ACTIONNAME19529D;It's time to definitively fight against my rival!;;;;;;;;;;X
EVT_19530_NAME;Someone saw dangerous shadows trought the corridors tonight!;;;;;;;;;;X
ACTIONNAME19530A;Damn! They were hired assassins!;;;;;;;;;;X
EVT_19531_NAME;A courtier has been attacked at midnight! ;;;;;;;;;;X
ACTIONNAME19531A;We should increase the guard…;;;;;;;;;;X
EVT_19532_NAME;Someone saw dangerous shadows trought the corridors tonight!;;;;;;;;;;X
ACTIONNAME19532A;Damn! They were hired assassins!;;;;;;;;;;X
EVT_19533_NAME;The ruler has been attacked at midnight! ;;;;;;;;;;X
ACTIONNAME19533A;We should increase the guard…;;;;;;;;;;X
EVT_19534_NAME;Damned thieves! Gold sacks, silver wares and jewels have disappeared from the castle!;;;;;;;;;;X
ACTIONNAME19534A;They will need days to count the loot!;;;;;;;;;;X
EVT_19535_NAME;Felon, I got fresh mercenaries. Come here if you have courage!';;;;;;;;;;X
ACTIONNAME19535A;I'm waiting for you!;;;;;;;;;;X
EVT_19540_NAME;The burden of the years begins to weak your physical and moral, and perhaps it's time to pass the sceptre of power to your heir;;;;;;;;;;X
ACTIONNAME19540A;I'll buy a castle for my last days and abdicate;;;;;;;;;;X
ACTIONNAME19540B;No, only death will separate me from command!;;;;;;;;;;X
EVT_19541_NAME;Your father's health is seriously compromised, the demesne needs an efficient guide and you are the legitimate heir. Do you want to accelerate the succession?;;;;;;;;;;X
ACTIONNAME19541A;Forgive me, father, but politic has its reasons!;;;;;;;;;;X
ACTIONNAME19541B;No, only God will give me the command!;;;;;;;;;;X
EVT_19542_NAME;The ruler has health and power in abundance, then your succession as legitimate heir doesn't seem immediately at all. Do you think you can wait your turn so long?;;;;;;;;;;X
ACTIONNAME19542A; At night unforeseen tragic events often occur…;;;;;;;;;;X
ACTIONNAME19542B;I need someone doing the dirty job!;;;;;;;;;;X
ACTIONNAME19542C;Only God will give me the command!;;;;;;;;;;X
EVT_19543_NAME;The plot must result an unfortunate accident!;;;;;;;;;;X
ACTIONNAME19543A;A horse downfall provoked by the Marshal;;;;;;;;;;X
ACTIONNAME19543B;A wall collapse caused by Spymaster;;;;;;;;;;X
ACTIONNAME19543C;A poisoned cup of wine furnished by Chancellor;;;;;;;;;;X
ACTIONNAME19543D;A stairs fall due to the Steward treasure chest;;;;;;;;;;X
EVT_19550_NAME;The lack of male heirs is a sorrow that often bothers you, frustrating the dream of becoming a playful dad that amuses his children before the good night's kiss. You must find a remedy for the low scarce fertility that prevents you from procreating;;;;;;;;;;X
ACTIONNAME19550A;I could resort to black magic;;;;;;;;;;X
ACTIONNAME19550B;The alchemist deals in aphrodisiac potions;;;;;;;;;;X
ACTIONNAME19550C;I will have my wife sleep with another;;;;;;;;;;X
ACTIONNAME19550D;Patience! A relative will continue the dynasty;;;;;;;;;;X
EVT_19551_NAME;The lack of male heirs is a sorrow that often bothers you, frustrating the dream of becoming a playful dad that amuses his children before the good night's kiss. You must find a remedy for the low scarce fertility that prevents your wife from procreating;;;;;;;;;;X
ACTIONNAME19551A;I could divorce her and remarry;;;;;;;;;;X
ACTIONNAME19551B;A bastard with a maid is better than nothing;;;;;;;;;;X
ACTIONNAME19551C;A fiery 'stallion boy' will cure her frigidity;;;;;;;;;;X
ACTIONNAME19551D;Patience! A relative will continue the dynasty;;;;;;;;;;X
EVT_19600_NAME;A courtier, without duties and without marriage ties, has gotten tired sitting idle at court and he has expressed the desire to move elsewhere;;;;;;;;;;X
ACTIONNAME19600A;Courtiers here do only what I decide for them!;;;;;;;;;;X
ACTIONNAME19600B;You will remain behind, counting your new money…;;;;;;;;;;X
ACTIONNAME19600C;Good trip and good fortunes!;;;;;;;;;;X
EVT_19601_NAME;How much must I spend on my courtiers!;;;;;;;;;;X
ACTIONNAME19601A;Sooner or later I'll provide work for everyone…;;;;;;;;;;X
EVT_19602_NAME;A young damsel, still a single woman, would like to find an husband before it is too late;;;;;;;;;;X
ACTIONNAME19602A;You're shameless! Withdraw in your lodgings!;;;;;;;;;;X
ACTIONNAME19602B;I think I can remedy part of the problem…;;;;;;;;;;X
ACTIONNAME19602C;Look for a husband elsewhere with my blessings!;;;;;;;;;;X
EVT_19603_NAME;The ruler intends to practice his 'ius primae noctis' on you!';;;;;;;;;;X
ACTIONNAME19603A;My virility doesn't have peer! Submit yourself!;;;;;;;;;;X
ACTIONNAME19603B;I can instruct you in the art and secrets of love…;;;;;;;;;;X
ACTIONNAME19603C;Considering matters, is better you go elsewhere;;;;;;;;;;X
EVT_19604_NAME;After a night of the violence comes a day of shame!;;;;;;;;;;X
ACTIONNAME19604A;Despicable man, how could you have done this?;;;;;;;;;;X
EVT_19605_NAME;I prefer departing rather than seeing you again!;;;;;;;;;;X
ACTIONNAME19605A;Goodbye animal! May God punish you!;;;;;;;;;;X
EVT_19606_NAME;Your crime has not passed unnoticed!;;;;;;;;;;X
ACTIONNAME19606A;Despite all, I would do it again…;;;;;;;;;;X
EVT_19607_NAME;God's punishment arrives!;;;;;;;;;;X
ACTIONNAME19607A;Accursed witch! I have contracted syphilis…;;;;;;;;;;X
EVT_19608_NAME;The fruit of your sin will follow you forever!;;;;;;;;;;X
ACTIONNAME19608A;I'll tell everyboby you have left him behind…;;;;;;;;;;X
EVT_19609_NAME;What marvelous nights, a season of guilt!;;;;;;;;;;X
ACTIONNAME19609A;But it was foolish not to consider consequences…;;;;;;;;;;X
EVT_19610_NAME;The fruit of pleasure becomes an unforeseen event!;;;;;;;;;;X
ACTIONNAME19610A;It doesn't matter, I will care for him…;;;;;;;;;;X
EVT_19611_NAME;Alas, in my position I cannot compromise myself!;;;;;;;;;;X
ACTIONNAME19611A;With regrets, our affair must end here…;;;;;;;;;;X
EVT_19612_NAME;Rather than 'passion' I would call it 'extortion!';;;;;;;;;;X
ACTIONNAME19612A;The lovers are sweet and expensive leeches…;;;;;;;;;;X
EVT_19619_NAME;My place is no longer between these walls;;;;;;;;;;X
ACTIONNAME19619A;Only God knows if I can return one day…;;;;;;;;;;X
EVT_19620_NAME;Although a promising appointment untill now, a young cadet has proven to be entirely inadequate to continue military training because of his lack of virility;;;;;;;;;;X
ACTIONNAME19620A;By now it is too late, settle for least results;;;;;;;;;;X
ACTIONNAME19620B;There is still time to instruct him at court;;;;;;;;;;X
ACTIONNAME19620C;In a monastery he will certainly find his vocation;;;;;;;;;;X
EVT_19621_NAME;Although a promising appointment untill now, a young courtier has revealed himself entirely inadequate to continue training at court because of his clear personal gaps;;;;;;;;;;X
ACTIONNAME19621A;Let's be satisfied with a future charlatan;;;;;;;;;;X
ACTIONNAME19621B;He will become a 'hole in my pocket…';;;;;;;;;;X
ACTIONNAME19621C;In a training camp there is a way of tempering him;;;;;;;;;;X
ACTIONNAME19621D;In a monastery he will certainly find his vocation;;;;;;;;;;X
EVT_19622_NAME;Although a promising appointment untill now, a young clergyman has revealed himself entirely inadequate to continue his religious formation because of his doubtful personal rectitude;;;;;;;;;;X
ACTIONNAME19622A;Even as a hermit he will eventually make converts;;;;;;;;;;X
ACTIONNAME19622B;In a training camp there is a way of tempering him;;;;;;;;;;X
ACTIONNAME19622C;We are still in time to instruct him at court;;;;;;;;;;X
EVT_19623_NAME;Although a promising appointment untill now, a young courtier has revealed herself entirely inadequate to continue her formation at court because of her clear personal gaps;;;;;;;;;;X
ACTIONNAME19623A;Let's be satisfied with a future charlatan;;;;;;;;;;X
ACTIONNAME19623B;She will become a 'hole in my pocket…';;;;;;;;;;X
ACTIONNAME19623C;In a monastery she'll certainly find her vocation;;;;;;;;;;X
EVT_19624_NAME;Although a promising appointment untill now, a young acolyte has revealed herself entirely inadequate to continue her religious formation because of her doubtful personal rectitude;;;;;;;;;;X
ACTIONNAME19624A;Even as a hermit she will eventually make converts;;;;;;;;;;X
ACTIONNAME19624B;We are still in time to instruct her at court;;;;;;;;;;X
EVT_19700_NAME;While crossing a disputed territory with your army, a gang of outlaws ambushes you when, unwisely, you risk yourself accompanied with just a few men following you;;;;;;;;;;X
ACTIONNAME19700A;It's better to surrender, and treat with them…;;;;;;;;;;X
ACTIONNAME19700B;Perhaps, spurring the horses, we can fly away…;;;;;;;;;;X
ACTIONNAME19700C;A noble is worth ten outlaws, charge!;;;;;;;;;;X
EVT_19701_NAME;You are captured, stripped of your armor, and locked away in the hide-out of the criminals!;;;;;;;;;;X
ACTIONNAME19701A;The treasury will pay 500 gold for my release!;;;;;;;;;;X
ACTIONNAME19701B;I can pay only a part of what you demand;;;;;;;;;;X
ACTIONNAME19701C;You ask for the moon! Nobody will pay for me!;;;;;;;;;;X
EVT_19702_NAME;The treasury pays the whole required sum!;;;;;;;;;;X
ACTIONNAME19702A;A huge effort for a just cause…;;;;;;;;;;X
EVT_19703_NAME;The treasury pays only 150 of the required gold sum;;;;;;;;;;X
ACTIONNAME19703A;Perhaps this money will go waste…;;;;;;;;;;X
EVT_19704_NAME;A wide cliff stands in the way of your escape from the criminals!;;;;;;;;;;X
ACTIONNAME19704A;The ground is unstable, there is some risk…;;;;;;;;;;X
ACTIONNAME19704B;I'd better desist and surrender to the bandits;;;;;;;;;;X
ACTIONNAME19704C;Never! I will fight them as a true knight!;;;;;;;;;;X
EVT_19705_NAME;You have thrown your heart beyond the fear, but finally you are safe!;;;;;;;;;;X
ACTIONNAME19705A;Next time I'll be more careful…;;;;;;;;;;X
EVT_19706_NAME;These scoundrels will now taste the implacable fury of the brave knights!;;;;;;;;;;X
ACTIONNAME19706A;I will fight valiant up to my death!;;;;;;;;;;X
ACTIONNAME19706B;They are far too numerous, there is no hope…;;;;;;;;;;X
EVT_19707_NAME;They know not the meaning of pity!;;;;;;;;;;X
ACTIONNAME19707A;I would have preferred to be buried, at least…;;;;;;;;;;X
EVT_19710_NAME;While you are leading the army, a wandering regiment of Arabic mercenaries challenges you in a provocative way;;;;;;;;;;X
ACTIONNAME19710A;Courageous men, advance and exterminate everybody!;;;;;;;;;;X
ACTIONNAME19710B;I will face their commander in a duel…;;;;;;;;;;X
ACTIONNAME19710C;They are mercenaries, therefore they have a price…;;;;;;;;;;X
EVT_19711_NAME;While you are leading the army, a wandering regiment of Iberian mercenaries challenges you in a provocative way;;;;;;;;;;X
ACTIONNAME19711A;Courageous men, advance and exterminate everybody!;;;;;;;;;;X
ACTIONNAME19711B;I will face their commander in a duel…;;;;;;;;;;X
ACTIONNAME19711C;They are mercenaries, therefore they have a price…;;;;;;;;;;X
EVT_19712_NAME;While you are leading the army, a wandering regiment of French mercenaries challenges you in a provocative way;;;;;;;;;;X
ACTIONNAME19712A;Courageous men, advance and exterminate everybody!;;;;;;;;;;X
ACTIONNAME19712B;I will face their commander in a duel…;;;;;;;;;;X
ACTIONNAME19712C;They are mercenaries, therefore they have a price…;;;;;;;;;;X
EVT_19713_NAME;While you are guiding the army, a wandering regiment of Saxon mercenaries challenges you in a provocative way;;;;;;;;;;X
ACTIONNAME19713A;Courageous men, advance and exterminate everybody!;;;;;;;;;;X
ACTIONNAME19713B;I will face their commander in a duel…;;;;;;;;;;X
ACTIONNAME19713C;They are mercenaries, therefore they have a price…;;;;;;;;;;X
EVT_19714_NAME;While you are guiding the army, a wandering regiment of Germanic mercenaries challenges you in a provocative way;;;;;;;;;;X
ACTIONNAME19714A;Courageous men, advance and exterminate everybody!;;;;;;;;;;X
ACTIONNAME19714B;I will face their commander in a duel…;;;;;;;;;;X
ACTIONNAME19714C;They are mercenaries, therefore they have a price…;;;;;;;;;;X
