##;;
##Culture;##Gender;##Name
finnish;female;Marja
finnish;female;Mesi
finnish;female;Metta
finnish;female;Oiva
finnish;female;Päivä
finnish;female;Päivi
finnish;female;Pihla
finnish;female;Pilvi
finnish;female;Pyry
finnish;female;Rauha
finnish;female;Sati
finnish;female;Sisko
finnish;female;Suoma
finnish;female;Taimi
finnish;female;Terhi
finnish;female;Tuija
finnish;female;Tuovi
finnish;female;Tuuli
finnish;female;Tuulikki
finnish;female;Tyyne
finnish;female;Tyyni
finnish;female;Vanamo
finnish;female;Venla
finnish;female;Vesa
finnish;male;Aatos
finnish;male;Ahma
finnish;male;Aimo
finnish;male;Armas
finnish;male;Arvo
finnish;male;Asikko
finnish;male;Ensio
finnish;male;Haapa
finnish;male;Hannu
finnish;male;Havu
finnish;male;Hintsa
finnish;male;Ihanti
finnish;male;Into
finnish;male;Jalo
finnish;male;Jurva
finnish;male;Kaleva
finnish;male;Kalevi
finnish;male;Kettu
finnish;male;Kolli
finnish;male;Lalli
finnish;male;Lauri
finnish;male;Lemetti
finnish;male;Lempi
finnish;male;Menikko
finnish;male;Mielikko
finnish;male;Mielitty
finnish;male;Miemo
finnish;male;Mikko
finnish;male;Oiva
finnish;male;Onni
finnish;male;Otso
finnish;male;Päiviö
finnish;male;Pentti
finnish;male;Rauha
finnish;male;Reko
finnish;male;Sampo
finnish;male;Satajalka
finnish;male;Satatieto
finnish;male;Seppo
finnish;male;Susi
finnish;male;Taimi
finnish;male;Tapani
finnish;male;Terho
finnish;male;Titti
finnish;male;Toikka
finnish;male;Toivo
finnish;male;Tuokki
finnish;male;Ukko
finnish;male;Uoti
finnish;male;Urho
finnish;male;Väinö
finnish;male;Valta
finnish;male;Valto
finnish;male;Veli
finnish;male;Vesa
finnish;male;Villi
finnish;male;Voitto
frankish;female;Éléonore
frankish;female;Étiennette
frankish;female;Adèle
frankish;female;Adelaide
frankish;female;Adelinde
frankish;female;Agnès
frankish;female;Aliénor
frankish;female;Alix
frankish;female;Almodis
frankish;female;Anne
frankish;female;Antoinette
frankish;female;Arsinde
frankish;female;Beatrix
frankish;female;Berthe
frankish;female;Blanche
frankish;female;Bonne
frankish;female;Cécile
frankish;female;Cathèrine
frankish;female;Constance
frankish;female;Douce
frankish;female;Elisabeth
frankish;female;Ermengarde
frankish;female;Ermesinde
frankish;female;Euphrosine
frankish;female;Eustachie
frankish;female;Eve
frankish;female;Helvis
frankish;female;Ide
frankish;female;Isabeau
frankish;female;Isabelle
frankish;female;Jeanne
frankish;female;Judith
frankish;female;Julienne
frankish;female;Mahaut
frankish;female;Marguerite
frankish;female;Marie
frankish;female;Marthe
frankish;female;Mascarose
frankish;female;Mathilde
frankish;female;Melisande
frankish;female;Péronelle
frankish;female;Raymonde
frankish;female;Sophie
frankish;female;Sybille
frankish;female;Tiburge
frankish;female;Yolande
frankish;male;Édouard
frankish;male;Érrard
frankish;male;Étienne
frankish;male;Adémar
frankish;male;Aimery
frankish;male;Alain
frankish;male;Aldéric
frankish;male;Alphonse
frankish;male;Amédée
frankish;male;Amaury
frankish;male;André
frankish;male;Antoine
frankish;male;Archambaud
frankish;male;Arnaud
frankish;male;Arnoul
frankish;male;Aubry
frankish;male;Aymar
frankish;male;Baudouin
frankish;male;Bernard
frankish;male;Bertrand
frankish;male;Boson
frankish;male;Bouchard
frankish;male;Centule
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Charles
frankish;male;Enguerrand
frankish;male;Eudes
frankish;male;Eudes
frankish;male;Eudes
frankish;male;Eustache
frankish;male;Foulques
frankish;male;Foulques
frankish;male;Frédéric
frankish;male;Géraud
frankish;male;Gaucher
frankish;male;Gauthier
frankish;male;Geoffroy
frankish;male;Guigues
frankish;male;Guillaume
frankish;male;Guillaume
frankish;male;Guillaume
frankish;male;Guillaume
frankish;male;Guillaume
frankish;male;Guy
frankish;male;Guy
frankish;male;Guy
frankish;male;Guy
frankish;male;Guy
frankish;male;Hélie
frankish;male;Hamelin
frankish;male;Henri
frankish;male;Henri
frankish;male;Henri
frankish;male;Henri
frankish;male;Henri
frankish;male;Hugues
frankish;male;Hugues
frankish;male;Hugues
frankish;male;Hugues
frankish;male;Hugues
frankish;male;Humbert
frankish;male;Jacques
frankish;male;Jean
frankish;male;Jean
frankish;male;Jean
frankish;male;Jean
frankish;male;Léon
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Louis
frankish;male;Manassès
frankish;male;Mathieu
frankish;male;Maurice
frankish;male;Orson
frankish;male;Philippe
frankish;male;Philippe
frankish;male;Philippe
frankish;male;Philippe
frankish;male;Philippe
frankish;male;Pierre
frankish;male;Pierre
frankish;male;Pierre
frankish;male;Pierre
frankish;male;Raoul
frankish;male;Raoul
frankish;male;Raoul
frankish;male;Raymond
frankish;male;Raymond
frankish;male;Raymond
frankish;male;Renaud
frankish;male;Renaud
frankish;male;Renaud
frankish;male;Richard
frankish;male;Robert
frankish;male;Robert
frankish;male;Robert
frankish;male;Robert
frankish;male;Robert
frankish;male;Roger
frankish;male;Simon
frankish;male;Thibault
frankish;male;Thierry
frankish;male;Thomas
frankish;male;Yves
georgian;female;Alda
georgian;female;Asmat
georgian;female;Aspae
georgian;female;Borena
georgian;female;Burudukan
georgian;female;Dulanduht
georgian;female;Dularkukht
georgian;female;Gulchara
georgian;female;Guliko
georgian;female;Gulkhan
georgian;female;Guranduht
georgian;female;Iya
georgian;female;Kata
georgian;female;Latavri
georgian;female;Mamia
georgian;female;Mariam
georgian;female;Merab
georgian;female;Natia
georgian;female;Nina
georgian;female;Ripsime
georgian;female;Rusudan
georgian;female;Shushanik
georgian;female;Sinduhtar
georgian;female;Suliko
georgian;female;Thamar
georgian;female;Tinatin
georgian;female;Tornike
georgian;female;Ulumpia
georgian;female;Venera
georgian;female;Zemfira
georgian;male;Adarnase
georgian;male;Adarnase
georgian;male;Adarnase
georgian;male;Akakide
georgian;male;Ameirin
georgian;male;Andronik
georgian;male;Ashot
georgian;male;Avtandil
georgian;male;Badry
georgian;male;Bagrat
georgian;male;Bagrat
georgian;male;Bagrat
georgian;male;Davit
georgian;male;Davit
georgian;male;Davit
georgian;male;Demetre
georgian;male;Demetre
georgian;male;Demetre
georgian;male;Demna
georgian;male;Eles
georgian;male;Eprem
georgian;male;Erets
georgian;male;Evstati
georgian;male;Giorgi
georgian;male;Giorgi
georgian;male;Giorgi
georgian;male;Grigor
georgian;male;Guaram
georgian;male;Gubaz
georgian;male;Gurgen
georgian;male;Gurgen
georgian;male;Gurgen
georgian;male;Hovhannes
georgian;male;Iakob
georgian;male;Kakhi
georgian;male;Ketevan
georgian;male;Koghbatsi
georgian;male;Konstantin
georgian;male;Kvarkvare
georgian;male;Leon
georgian;male;Loane
georgian;male;Malhaz
georgian;male;Mikael
georgian;male;Murman
georgian;male;Nerse
georgian;male;Nino
georgian;male;Ramaz
georgian;male;Rati
georgian;male;Ruslan
georgian;male;Sebeos
georgian;male;Shota
georgian;male;Sumbat
georgian;male;Tariel
georgian;male;Teimuraz
georgian;male;Tengiz
georgian;male;Tornik
georgian;male;Vakhtang
georgian;male;Vakhtang
georgian;male;Vakhtang
georgian;male;Vasak
georgian;male;Zourab
georgian;male;Zviad
german;female;Adela
german;female;Adelheid
german;female;Agathe
german;female;Agnes
german;female;Alberade
german;female;Amalberga
german;female;Barbara
german;female;Beatrix
german;female;Berta
german;female;Binhilde
german;female;Brunhilde
german;female;Cecilie
german;female;Dorothea
german;female;Elisabeth
german;female;Emma
german;female;Ermengard
german;female;Eufemia
german;female;Gerberga
german;female;Gertrude
german;female;Gisela
german;female;Hedwiga
german;female;Heilwiva
german;female;Helene
german;female;Hildegard
german;female;Ida
german;female;Irmeltrud
german;female;Irmgard
german;female;Judith
german;female;Jutte
german;female;Katharina
german;female;Klara
german;female;Klementia
german;female;Konstanze
german;female;Kunigunde
german;female;Luitgard
german;female;Margarete
german;female;Maria
german;female;Mathilde
german;female;Mechtild
german;female;Oda
german;female;Osterhild
german;female;Richenza
german;female;Richwara
german;female;Sofie
german;female;Sybille
german;female;Ursula
german;female;Ute
german;female;Walpurga
german;female;Wulfhilde
german;male;Adalbert
german;male;Adolf
german;male;Adolf
german;male;Adolf
german;male;Adolf
german;male;Albrecht
german;male;Albrecht
german;male;Albrecht
german;male;Albrecht
german;male;Albrecht
german;male;Almerich
german;male;Amadeus
german;male;Andreas
german;male;Anselm
german;male;Arnold
german;male;Arnulf
german;male;Augustin
german;male;Baldewin
german;male;Berengar
german;male;Bernhard
german;male;Bernhard
german;male;Bernhard
german;male;Berthold
german;male;Berthold
german;male;Berthold
german;male;Bruno
german;male;Burchard
german;male;Dietmar
german;male;Dietrich
german;male;Dietrich
german;male;Dietrich
german;male;Eberhard
german;male;Eberhard
german;male;Eberhard
german;male;Eckhard
german;male;Emich
german;male;Engelbrecht
german;male;Erich
german;male;Ernst
german;male;Ernst
german;male;Ernst
german;male;Folkhard
german;male;Folkmar
german;male;Franz
german;male;Friedrich
german;male;Friedrich
german;male;Friedrich
german;male;Friedrich
german;male;Friedrich
german;male;Gebhard
german;male;Georg
german;male;Gerhard
german;male;Gerlach
german;male;Giselbert
german;male;Gottfried
german;male;Gotthard
german;male;Gozelo
german;male;Guntram
german;male;Hartmann
german;male;Hartmann
german;male;Heinrich
german;male;Heinrich
german;male;Heinrich
german;male;Heinrich
german;male;Heinrich
german;male;Hermann
german;male;Hermann
german;male;Hermann
german;male;Hermann
german;male;Hermann
german;male;Hesso
german;male;Hugo
german;male;Humbert
german;male;Jakob
german;male;Johann
german;male;Johann
german;male;Johann
german;male;Johann
german;male;Johann
german;male;Karloman
german;male;Konrad
german;male;Konrad
german;male;Konrad
german;male;Konrad
german;male;Konrad
german;male;Kuno
german;male;Lambert
german;male;Leopold
german;male;Leopold
german;male;Leopold
german;male;Leopold
german;male;Leopold
german;male;Lothar
german;male;Ludolf
german;male;Ludwig
german;male;Ludwig
german;male;Ludwig
german;male;Ludwig
german;male;Ludwig
german;male;Lutbert
german;male;Magnus
german;male;Manfred
german;male;Markward
german;male;Martin
german;male;Mathias
german;male;Meinhard
german;male;Meinhard
german;male;Meinhard
german;male;Michael
german;male;Nikolaus
german;male;Ordulf
german;male;Otto
german;male;Otto
german;male;Otto
german;male;Otto
german;male;Otto
german;male;Peter
german;male;Philipp
german;male;Rüdger
german;male;Reinhard
german;male;Rudolf
german;male;Rudolf
german;male;Rudolf
german;male;Rudolf
german;male;Rudolf
german;male;Rupprecht
german;male;Rupprecht
german;male;Rupprecht
german;male;Sigfried
german;male;Sigfried
german;male;Sigfried
german;male;Sighard
german;male;Sigmund
german;male;Simon
german;male;Stefan
german;male;Theodor
german;male;Thietmar
german;male;Ulrich
german;male;Ulrich
german;male;Ulrich
german;male;Viktor
german;male;Waldemar
german;male;Walram
german;male;Welf
german;male;Wenzel
german;male;Werner
german;male;Werner
german;male;Werner
german;male;Wilhelm
german;male;Wilhelm
german;male;Wilhelm
german;male;Wilhelm
german;male;Wilhelm
greek;female;Agathe
greek;female;Agathonike
greek;female;Aglaia
greek;female;Aikatenina
greek;female;Alexandra
greek;female;Alexia
greek;female;Anastasia
greek;female;Anastasia
greek;female;Anastaso
greek;female;Angelina
greek;female;Anna
greek;female;Anna
greek;female;Anna
greek;female;Anna
greek;female;Anthousa
greek;female;Anysia
greek;female;Arete
greek;female;Argyre
greek;female;Barbara
greek;female;Basilissa
greek;female;Beronike
greek;female;Charitina
greek;female;Christina
greek;female;Domna
greek;female;Domnike
greek;female;Eirene
greek;female;Eirene
greek;female;Eirene
greek;female;Eirene
greek;female;Eirene
greek;female;Euanthia
greek;female;Euboule
greek;female;Eudokia
greek;female;Eudokia
greek;female;Eudokia
greek;female;Eudoxia
greek;female;Eudoxia
greek;female;Eudoxia
greek;female;Eugenia
greek;female;Eulambia
greek;female;Eulogia
greek;female;Euphemia
greek;female;Euphrosyne
greek;female;Euphrosyne
greek;female;Eupraxia
greek;female;Glykeria
greek;female;Gorgonia
greek;female;Helene
greek;female;Helene
greek;female;Helene
greek;female;Helene
greek;female;Helene
greek;female;Hermione
greek;female;Ilaria
greek;female;Ioanna
greek;female;Ioanno
greek;female;Ioanno
greek;female;Ioannousa
greek;female;Ioulia
greek;female;Iouliane
greek;female;Kale
greek;female;Kallinike
greek;female;Kalliope
greek;female;Kleonike
greek;female;Konstantia
greek;female;Kyra
greek;female;Kyranna
greek;female;Kyratsa
greek;female;Kyriake
greek;female;Leonto
greek;female;Lydia
greek;female;Makrina
greek;female;Maria
greek;female;Maria
greek;female;Maria
greek;female;Maria
greek;female;Maria
greek;female;Marina
greek;female;Markella
greek;female;Martha
greek;female;Menodora
greek;female;Merope
greek;female;Metrodora
greek;female;Nonna
greek;female;Paraskeue
greek;female;Paulina
greek;female;Pelagia
greek;female;Photeine
greek;female;Poulcheria
greek;female;Prokopia
greek;female;Sebastiane
greek;female;Semne
greek;female;Simonis
greek;female;Sophia
greek;female;Sophia
greek;female;Sophia
greek;female;Sophia
greek;female;Sosanna
greek;female;Stammatike
greek;female;Thekla
greek;female;Theodora
greek;female;Theodora
greek;female;Theodora
greek;female;Theodora
greek;female;Theodosia
greek;female;Theodote
greek;female;Theoktiste
greek;female;Theophano
greek;female;Theophano
greek;female;Theophano
greek;female;Theophano
greek;female;Thomais
greek;female;Xanthippe
greek;female;Xene
greek;female;Zenobia
greek;female;Zoe
greek;female;Zoe
greek;female;Zoe
greek;female;Zoe
greek;female;Zoe
greek;male;Adrianos
greek;male;Agathangelos
greek;male;Agathonikos
greek;male;Agrippas
greek;male;Aimilianos
greek;male;Akakios
greek;male;Akindynos
greek;male;Alexandros
greek;male;Alexandros
greek;male;Alexandros
greek;male;Alexios
greek;male;Alexios
greek;male;Alexios
greek;male;Alexios
greek;male;Alexios
greek;male;Amphilochios
greek;male;Ananias
greek;male;Anastasios
greek;male;Anatolios
greek;male;Andreas
greek;male;Andronas
greek;male;Andronikos
greek;male;Andronikos
greek;male;Andronikos
greek;male;Andronikos
greek;male;Andronikos
greek;male;Aniketos
greek;male;Anthemios
greek;male;Anthimos
greek;male;Antonios
greek;male;Antypas
greek;male;Aristarchos
greek;male;Arkadios
greek;male;Arkadios
greek;male;Arsenios
greek;male;Artemios
greek;male;Athanasios
greek;male;Athenagoras
greek;male;Athenodoros
greek;male;Auxentios
greek;male;Bardas
greek;male;Bartolomaios
greek;male;Basilakios
greek;male;Basileios
greek;male;Basileios
greek;male;Basileios
greek;male;Basileios
greek;male;Basileios
greek;male;Beniamin
greek;male;Blassios
greek;male;Christophoros
greek;male;Damianos
greek;male;Daniel
greek;male;Dauid
greek;male;Dauid
greek;male;Dauid
greek;male;Dauid
greek;male;Delphinas
greek;male;Demetrios
greek;male;Demetrios
greek;male;Demetrios
greek;male;Demetrios
greek;male;Demetrios
greek;male;Dionysios
greek;male;Dorotheos
greek;male;Dositheos
greek;male;Eleutheros
greek;male;Elias
greek;male;Ermolaos
greek;male;Eudokimos
greek;male;Eudoxios
greek;male;Eugenios
greek;male;Eulambios
greek;male;Eusebios
greek;male;Eustathios
greek;male;Eustratios
greek;male;Euthymios
greek;male;Eutyches
greek;male;Gabriel
greek;male;Gennadios
greek;male;Georgios
greek;male;Georgios
greek;male;Georgios
greek;male;Gerasimos
greek;male;Germanos
greek;male;Gregorios
greek;male;Gregorios
greek;male;Iakobos
greek;male;Ieremias
greek;male;Ignatios
greek;male;Ioannes
greek;male;Ioannes
greek;male;Ioannes
greek;male;Ioannes
greek;male;Ioannes
greek;male;Ioannikos
greek;male;Ioasaph
greek;male;Ionas
greek;male;Ioseph
greek;male;Isaakios
greek;male;Isaakios
greek;male;Isaakios
greek;male;Isaakios
greek;male;Isaakios
greek;male;Isaias
greek;male;Isidoros
greek;male;Kaisarios
greek;male;Kallinikos
greek;male;Kleopas
greek;male;Konstantinos
greek;male;Konstantinos
greek;male;Konstantinos
greek;male;Konstantinos
greek;male;Konstantinos
greek;male;Konstantios
greek;male;Kosmas
greek;male;Kyriakos
greek;male;Kyrillos
greek;male;Kyros
greek;male;Lazaros
greek;male;Leon
greek;male;Leon
greek;male;Leon
greek;male;Leon
greek;male;Leontios
greek;male;Loukas
greek;male;Makarios
greek;male;Manouel
greek;male;Manouel
greek;male;Manouel
greek;male;Manouel
greek;male;Manouel
greek;male;Marianos
greek;male;Markianos
greek;male;Markos
greek;male;Matthaios
greek;male;Matthias
greek;male;Maurikios
greek;male;Maximilianos
greek;male;Maximos
greek;male;Meletios
greek;male;Memnon
greek;male;Michael
greek;male;Michael
greek;male;Michael
greek;male;Michael
greek;male;Michael
greek;male;Michael
greek;male;Modestos
greek;male;Nektarios
greek;male;Neophytos
greek;male;Nephon
greek;male;Nikanor
greek;male;Nikephoros
greek;male;Nikephoros
greek;male;Nikephoros
greek;male;Nikephoros
greek;male;Niketas
greek;male;Niketas
greek;male;Nikodemos
greek;male;Nikolaos
greek;male;Nikolaos
greek;male;Onorios
greek;male;Pangratios
greek;male;Pantoleon
greek;male;Paulos
greek;male;Petros
greek;male;Petros
greek;male;Petros
greek;male;Philippos
greek;male;Philippos
greek;male;Photeinos
greek;male;Photios
greek;male;Photios
greek;male;Prokopios
greek;male;Romanos
greek;male;Romanos
greek;male;Romanos
greek;male;Romanos
greek;male;Romanos
greek;male;Sabas
greek;male;Sabbatios
greek;male;Sebastianos
greek;male;Sophronios
greek;male;Stavrakios
greek;male;Stephanos
greek;male;Stephanos
greek;male;Stylianos
greek;male;Symeon
greek;male;Theodoretos
greek;male;Theodoros
greek;male;Theodoros
greek;male;Theodoros
greek;male;Theodoros
greek;male;Theodoros
greek;male;Theodoulos
greek;male;Theoktistos
greek;male;Theophanes
greek;male;Theophilos
greek;male;Theophylaktos
greek;male;Thomas
greek;male;Thomas
greek;male;Timotheos
greek;male;Xenophon
greek;male;Zacharias
greek;male;Zenobios
greek;male;Zenon
hungarian;female;Ágnes
hungarian;female;Éva
hungarian;female;Adelaida
hungarian;female;Agáta
hungarian;female;Amália
hungarian;female;Angyalka
hungarian;female;Anikó
hungarian;female;Aranka
hungarian;female;Berta
hungarian;female;Borbála
hungarian;female;Csilla
hungarian;female;Csillag
hungarian;female;Czenzi
hungarian;female;Dorottya
hungarian;female;Edit
hungarian;female;Emõke
hungarian;female;Emese
hungarian;female;Erika
hungarian;female;Erzsébet
hungarian;female;Eszter
hungarian;female;Etel
hungarian;female;Euphemia
hungarian;female;Gizella
hungarian;female;Györgyi
hungarian;female;Hajnal
hungarian;female;Hedwig
hungarian;female;Ibolya
hungarian;female;Ildikó
hungarian;female;Illona
hungarian;female;Irén
hungarian;female;Jácinta
hungarian;female;Józsa
hungarian;female;Júlia
hungarian;female;Jolán
hungarian;female;Judith
hungarian;female;Kamilla
hungarian;female;Katalin
hungarian;female;Kinga
hungarian;female;Klára
hungarian;female;Konstancia
hungarian;female;Krisztina
hungarian;female;Kunigunda
hungarian;female;Luca
hungarian;female;Mária
hungarian;female;Márta
hungarian;female;Magdolna
hungarian;female;Margaréta
hungarian;female;Margit
hungarian;female;Matild
hungarian;female;Natália
hungarian;female;Odola
hungarian;female;Orsolya
hungarian;female;Panni
hungarian;female;Piroska
hungarian;female;Rózsa
hungarian;female;Sára
hungarian;female;Sarolt
hungarian;female;Skolasztika
hungarian;female;Sophia
hungarian;female;Tündér
hungarian;female;Terezia
hungarian;female;Viola
hungarian;female;Virág
hungarian;female;Zoltána
hungarian;female;Zsófia
hungarian;female;Zsanett
hungarian;female;Zsuzsa
hungarian;male;Ábel
hungarian;male;Ádárn
hungarian;male;Ágoston
hungarian;male;Álmos
hungarian;male;Álmos
hungarian;male;Álmos
hungarian;male;Árpád
hungarian;male;Õdön
hungarian;male;Alajos
hungarian;male;Ambrus
hungarian;male;András
hungarian;male;András
hungarian;male;András
hungarian;male;András
hungarian;male;András
hungarian;male;Antal
hungarian;male;Attila
hungarian;male;Bálint
hungarian;male;Béla
hungarian;male;Béla
hungarian;male;Béla
hungarian;male;Béla
hungarian;male;Béla
hungarian;male;Balázs
hungarian;male;Benedek
hungarian;male;Bernát
hungarian;male;Bertók
hungarian;male;Bertalan
hungarian;male;Boldizsár
hungarian;male;Bonuslo
hungarian;male;Borisz
hungarian;male;Csák
hungarian;male;Csaba
hungarian;male;Csongor
hungarian;male;Dénes
hungarian;male;Dömötör
hungarian;male;Dezsõ
hungarian;male;Domoszló
hungarian;male;Donát
hungarian;male;Elek
hungarian;male;Elemér
hungarian;male;Endre
hungarian;male;Ernõ
hungarian;male;Fülöp
hungarian;male;Ferenc
hungarian;male;Frigyes
hungarian;male;Gábor
hungarian;male;Gábriel
hungarian;male;Gáspár
hungarian;male;Géza
hungarian;male;Géza
hungarian;male;Géza
hungarian;male;Géza
hungarian;male;Géza
hungarian;male;Gazsi
hungarian;male;Gellért
hungarian;male;Gergely
hungarian;male;György
hungarian;male;Gyula
hungarian;male;Imre
hungarian;male;Imre
hungarian;male;Imre
hungarian;male;Imre
hungarian;male;Imre
hungarian;male;István
hungarian;male;István
hungarian;male;István
hungarian;male;István
hungarian;male;István
hungarian;male;Izsák
hungarian;male;Jákob
hungarian;male;János
hungarian;male;János
hungarian;male;János
hungarian;male;József
hungarian;male;Jenõ
hungarian;male;Kálmán
hungarian;male;Kálmán
hungarian;male;Kálmán
hungarian;male;Kálmán
hungarian;male;Kálmán
hungarian;male;Károly
hungarian;male;Károly
hungarian;male;Károly
hungarian;male;Konrád
hungarian;male;Kornél
hungarian;male;Kristóf
hungarian;male;László
hungarian;male;László
hungarian;male;László
hungarian;male;László
hungarian;male;László
hungarian;male;Lázár
hungarian;male;Lõrinc
hungarian;male;Lajos
hungarian;male;Lajos
hungarian;male;Lajos
hungarian;male;Lampert
hungarian;male;Levente
hungarian;male;Lukács
hungarian;male;Márton
hungarian;male;Máté
hungarian;male;Mátyás
hungarian;male;Móric
hungarian;male;Mózes
hungarian;male;Mihály
hungarian;male;Miklós
hungarian;male;Nándor
hungarian;male;Orbán
hungarian;male;Oszkár
hungarian;male;Pál
hungarian;male;Péter
hungarian;male;Sámuel
hungarian;male;Sándor
hungarian;male;Salamon
hungarian;male;Saul
hungarian;male;Soma
hungarian;male;Szilveszter
hungarian;male;Tádor
hungarian;male;Tacsony
hungarian;male;Tamás
hungarian;male;Tibor
hungarian;male;Tivadar
hungarian;male;Vazul
hungarian;male;Vencel
hungarian;male;Vilmos
hungarian;male;Zoltán
hungarian;male;Zsigmond
hungarian;male;Zsigmond
hungarian;male;Zsigmond
hungarian;male;Zsigmond
hungarian;male;Zsolt
iberian;female;Adelina
iberian;female;Afina
iberian;female;Alexandra
iberian;female;Alexandra
iberian;female;Alexia
iberian;female;Ana
iberian;female;Anastasia
iberian;female;Angela
iberian;female;Christina
iberian;female;Clara
iberian;female;Dana
iberian;female;Ecaterina
iberian;female;Elena
iberian;female;Elisabeta
iberian;female;Emilia
iberian;female;Eufrosynia
iberian;female;Felicia
iberian;female;Floarea
iberian;female;Iacoba
iberian;female;Ioana
iberian;female;Irina
iberian;female;Maria
iberian;female;Natalia
iberian;female;Paraschiva
iberian;female;Petra
iberian;female;Roxana
iberian;female;Ruxandra
iberian;female;Sophia
iberian;female;Stana
iberian;female;Stefana
iberian;female;Stefania
iberian;female;Tereza
iberian;female;Vasilica
iberian;female;Violeta
iberian;female;Zina
iberian;male;Adrian
iberian;male;Alexandru
iberian;male;Alexandru
iberian;male;Alexandru
iberian;male;Anghel
iberian;male;Aron
iberian;male;Balc
iberian;male;Barbat
iberian;male;Bogdan
iberian;male;Ciubar
iberian;male;Claudiu
iberian;male;Corneliu
iberian;male;Dan
iberian;male;Dan
iberian;male;Dragos
iberian;male;Iacob
iberian;male;Iancu
iberian;male;Ieremia
iberian;male;Ilias
iberian;male;Ioan
iberian;male;Ioan
iberian;male;Ioan
iberian;male;Ioan
iberian;male;Ioan Alexandru
iberian;male;Ioan Alexandru
iberian;male;Iorghu
iberian;male;Iosif
iberian;male;Iuga
iberian;male;Janos
iberian;male;Ladislau
iberian;male;Latcu
iberian;male;Litovoi
iberian;male;Mihail
iberian;male;Mihail
iberian;male;Mihail
iberian;male;Mihail
iberian;male;Mihnea
iberian;male;Mircea
iberian;male;Moise
iberian;male;Nicolaie
iberian;male;Nicolaie
iberian;male;Nicolaie Alexandru
iberian;male;Patrascu
iberian;male;Petru
iberian;male;Petru
iberian;male;Petru
iberian;male;Petru
iberian;male;Pirvu
iberian;male;Radu
iberian;male;Radu
iberian;male;Radu
iberian;male;Roman
iberian;male;Sas
iberian;male;Seneslav
iberian;male;Sergiu
iberian;male;Simion
iberian;male;Stefan
iberian;male;Stefanita
iberian;male;Teodosie
iberian;male;Tibor
iberian;male;Tihomir
iberian;male;Vasile
iberian;male;Vilhelm
iberian;male;Vintila
iberian;male;Vlad
iberian;male;Vlad
irish;female;Áine
irish;female;Áine
irish;female;Éua
irish;female;Éua
irish;female;Órlaith
irish;female;Úna
irish;female;Aíbinn
irish;female;Ada
irish;female;Affraic
irish;female;Affraic
irish;female;Aibhilín
irish;female;Aigneas
irish;female;Ailbhe
irish;female;Ailsa
irish;female;Alis
irish;female;Annábla
irish;female;Bébhinn
irish;female;Bean-Alban
irish;female;Bean-Mhídhe
irish;female;Bean-Mhumhan
irish;female;Bethóc
irish;female;Bethóc
irish;female;Cacht
irish;female;Cairistiona
irish;female;Caisséne
irish;female;Caitilín
irish;female;Catríona
irish;female;Dearbháil
irish;female;Dearbhorghaill
irish;female;Dearbhorghaill
irish;female;Deirdre
irish;female;Deirdre
irish;female;Dubchobhlaigh
irish;female;Echradh
irish;female;Eilionora
irish;female;Eithne
irish;female;Fionnghualla
irish;female;Fionnghualla
irish;female;Forbhlaith
irish;female;Gormflaith
irish;female;Gráinne
irish;female;Gruóch
irish;female;Gruóch
irish;female;Imag
irish;female;Iosbail
irish;female;Lasairfhíona
irish;female;Lucia
irish;female;Máire
irish;female;Máireadh
irish;female;Máirghread
irish;female;Máirghread
irish;female;Máirghread
irish;female;Mór
irish;female;Mórag
irish;female;Maolmhuire
irish;female;Maolmhuire
irish;female;Marsail
irish;female;Marsail
irish;female;Mauda
irish;female;Muirgheal
irish;female;Nuala
irish;female;Róis
irish;female;Raghnailt
irish;female;Sadhbh
irish;female;Scáthach
irish;female;Seonaid
irish;female;Siobhán
irish;female;Sisuile
irish;female;Sláine
irish;female;Slaíne
irish;female;Suannóch
irish;female;Taileflaith
irish;male;Ádhamh
irish;male;Éamonn
irish;male;Éinri
irish;male;Ailean
irish;male;Ailean
irish;male;Ailpean
irish;male;Aindréas
irish;male;Alasdair
irish;male;Alasdair
irish;male;Amhlaibh
irish;male;Aodhán
irish;male;Aodh
irish;male;Aodh
irish;male;Aodh
irish;male;Aodh
irish;male;Aonghus
irish;male;Aonghus
irish;male;Aonghus
irish;male;Aonghus
irish;male;Aralt
irish;male;Art
irish;male;Beóán
irish;male;Brian
irish;male;Brian
irish;male;Brian
irish;male;Cailean
irish;male;Cathal
irish;male;Cathróe
irish;male;Causantín
irish;male;Ceallach
irish;male;Cearbhall
irish;male;Cinaodh
irish;male;Cinaodh
irish;male;Cinaodh
irish;male;Cinaodh
irish;male;Colbán
irish;male;Conchobhar
irish;male;Conchobhar
irish;male;Crínán
irish;male;Daibhidh
irish;male;Diarmait
irish;male;Diarmait
irish;male;Domhnall
irish;male;Domhnall
irish;male;Domhnall
irish;male;Domhnall
